ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Selected_view,Selected_cls,Prediction,Accuracy,Oracle_view
0 (0.44),0 (0.08),0 (0.24),1 (0.4),1 (0.12),0 (0.2),0 (0.08),0 (0.32),0 (0.4),0 (0.16),0 (0.24),0 (0.28),1 (0.2),0 (0.12),0 (0.2),0,"BART,Falcon",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.0),1 (0.48),1 (0.2),1 (0.2),1 (0.36),1 (0.44),1 (0.08),1 (0.24),1 (0.08),1 (0.04),1 (0.28),1 (0.08),1 (0.4),1 (0.16),1 (0.24),1,ALBERT,ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
0 (0.44),0 (0.16),0 (0.28),0 (0.24),0 (0.48),0 (0.24),0 (0.16),0 (0.2),0 (0.48),0 (0.24),0 (0.24),0 (0.24),0 (0.2),0 (0.12),0 (0.0),0,MISTRAL,MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
0 (0.2),0 (0.48),0 (0.0),0 (0.0),0 (0.2),0 (0.24),0 (0.04),0 (0.52),0 (0.36),0 (0.0),0 (0.32),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0,"BERT,DistilBERT,LLAMA,W2V,XLNET,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.36),0 (0.6),0 (0.32),0 (0.4),0 (0.2),0 (0.08),0 (0.2),0 (0.32),0 (0.52),0 (0.0),0 (0.08),0 (0.4),0 (0.4),0 (0.36),0 (0.0),0,"LLAMA,MISTRAL",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.0),0 (0.4),1 (0.08),1 (0.0),1 (0.16),1 (0.28),1 (0.0),1 (0.36),1 (0.36),1 (0.0),1 (0.0),1 (0.12),1 (0.32),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.08),0 (0.36),1 (0.52),1 (0.2),0 (0.24),0 (0.16),0 (0.36),1 (0.08),0 (0.4),0 (0.12),0 (0.28),0 (0.16),0 (0.08),0 (0.36),0 (0.2),0,"ALBERT,Fasttext,XLNET",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 1, 0)",TRUE,TRUE
0 (0.16),0 (0.16),0 (0.24),0 (0.0),0 (0.52),0 (0.24),0 (0.0),0 (0.4),0 (0.36),0 (0.16),0 (0.2),0 (0.16),0 (0.04),0 (0.0),0 (0.0),0,"DistilBERT,Falcon,LLAMA3,MISTRAL",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0)",TRUE,TRUE
0 (0.12),0 (0.08),0 (0.16),0 (0.36),1 (0.32),0 (0.28),0 (0.04),0 (0.24),0 (0.36),0 (0.2),0 (0.2),0 (0.08),0 (0.12),0 (0.24),0 (0.12),0,Falcon,Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.32),0 (0.44),0 (0.44),0 (0.24),0 (0.24),0 (0.4),0 (0.4),1 (0.2),1 (0.32),0 (0.16),0 (0.44),1 (0.2),0 (0.36),1 (0.52),0 (0.2),0,LLAMA,LLAMA,"BiLSTM, CNN, LR, RF, SVM, XGBoost","(0,)",TRUE,TRUE
0 (0.12),1 (0.24),1 (0.16),1 (0.0),1 (0.28),1 (0.4),1 (0.12),1 (0.0),1 (0.2),1 (0.04),1 (0.4),1 (0.04),1 (0.16),1 (0.0),1 (0.04),1,"DistilBERT,Fasttext,LLAMA3",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1)",TRUE,TRUE
0 (0.08),0 (0.36),0 (0.32),0 (0.24),0 (0.2),0 (0.12),0 (0.0),0 (0.56),0 (0.2),0 (0.0),0 (0.08),0 (0.12),0 (0.2),0 (0.12),0 (0.0),0,"Falcon,LLAMA,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
1 (0.32),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.04),1 (0.32),1 (0.0),1 (0.0),1,"BERT,DistilBERT,ELECTRA,Falcon,Fasttext,LLAMA,RoBERTa,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.12),1 (0.2),1 (0.0),1 (0.04),1 (0.16),1 (0.48),1 (0.0),1 (0.12),1 (0.24),1 (0.0),1 (0.04),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1,"BERT,Falcon,LLAMA,W2V,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.44),1 (0.2),1 (0.0),1 (0.48),1 (0.0),1 (0.0),1 (0.16),1 (0.04),1 (0.08),1 (0.0),1 (0.12),1 (0.16),1 (0.04),1 (0.0),1,"ALBERT,DistilBERT,ELMO,Falcon,RoBERTa,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.08),1 (0.56),1 (0.08),1 (0.08),1 (0.24),1 (0.08),1 (0.0),1 (0.08),1 (0.2),1 (0.0),1 (0.36),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"Falcon,LLAMA,W2V,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost","(1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.64),1 (0.0),1 (0.0),1 (0.08),1 (0.04),1 (0.0),1 (0.0),1 (0.32),1 (0.0),1 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,Falcon,Fasttext,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.24),0 (0.44),0 (0.16),0 (0.0),1 (0.56),0 (0.08),0 (0.0),0 (0.6),0 (0.48),0 (0.0),0 (0.0),0 (0.12),0 (0.64),0 (0.0),0 (0.0),0,"DistilBERT,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.24),1 (0.28),1 (0.04),1 (0.0),1 (0.44),1 (0.08),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.32),1 (0.0),1 (0.0),1,"DistilBERT,Falcon,Fasttext,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.16),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.2),1 (0.0),1 (0.04),1 (0.24),1 (0.12),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.12),1 (0.0),1 (0.0),1,"ALBERT,BERT,Falcon,Glove,LLAMA,RoBERTa,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.16),0 (0.32),0 (0.0),0 (0.2),0 (0.56),0 (0.16),0 (0.16),0 (0.08),0 (0.12),1 (0.28),1 (0.32),0 (0.04),0 (0.08),0 (0.24),0 (0.16),1,BERT,BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",FALSE,TRUE
1 (0.32),0 (0.04),0 (0.4),0 (0.24),0 (0.56),0 (0.44),0 (0.32),0 (0.2),0 (0.28),0 (0.04),0 (0.24),0 (0.24),0 (0.12),0 (0.32),0 (0.16),1,"BART,LLAMA",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",FALSE,TRUE
0 (0.16),0 (0.24),0 (0.28),0 (0.0),0 (0.48),0 (0.28),0 (0.08),0 (0.04),0 (0.32),0 (0.08),0 (0.32),0 (0.32),0 (0.4),0 (0.04),0 (0.04),0,DistilBERT,DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.4),1 (0.2),1 (0.36),1 (0.24),1 (0.04),1 (0.04),1 (0.04),1 (0.04),1 (0.2),1 (0.0),1 (0.0),1 (0.12),1 (0.08),1 (0.0),1 (0.0),1,"LLAMA,RoBERTa,LLAMA3,MISTRAL",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1)",TRUE,TRUE
0 (0.04),0 (0.36),0 (0.12),0 (0.2),0 (0.44),0 (0.08),0 (0.0),0 (0.24),0 (0.4),0 (0.0),0 (0.28),0 (0.2),0 (0.36),0 (0.08),0 (0.2),0,"Falcon,LLAMA",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.0),0 (0.4),0 (0.2),0 (0.24),0 (0.48),0 (0.04),0 (0.28),0 (0.12),0 (0.16),0 (0.2),0 (0.08),0 (0.16),0 (0.24),1 (0.32),0 (0.12),0,ALBERT,ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.04),1 (0.32),1 (0.04),1 (0.0),1 (0.4),1 (0.0),1 (0.04),1 (0.56),1 (0.04),1 (0.08),1 (0.24),1 (0.2),1 (0.28),1 (0.04),1 (0.12),1,"DistilBERT,ELMO",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1)",TRUE,TRUE
0 (0.32),0 (0.16),0 (0.16),0 (0.28),1 (0.4),0 (0.2),0 (0.0),0 (0.0),0 (0.36),0 (0.04),0 (0.4),0 (0.16),0 (0.08),0 (0.04),0 (0.0),0,"Falcon,Fasttext,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
1 (0.56),1 (0.44),1 (0.0),1 (0.08),0 (0.24),1 (0.32),1 (0.16),1 (0.0),1 (0.16),1 (0.2),1 (0.08),1 (0.08),0 (0.28),1 (0.32),0 (0.16),0,"BERT,Fasttext",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1)",FALSE,TRUE
0 (0.28),0 (0.48),0 (0.16),0 (0.08),0 (0.36),0 (0.08),0 (0.12),0 (0.0),0 (0.16),0 (0.04),0 (0.32),0 (0.04),0 (0.04),0 (0.2),0 (0.0),0,"Fasttext,MISTRAL",Fasttext,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.4),0 (0.48),0 (0.0),0 (0.16),0 (0.4),0 (0.28),0 (0.08),0 (0.44),0 (0.16),0 (0.0),0 (0.08),0 (0.2),0 (0.52),0 (0.0),0 (0.0),0,"BERT,LLAMA,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0)",TRUE,TRUE
0 (0.76),0 (0.48),1 (0.28),0 (0.12),0 (0.16),0 (0.2),0 (0.04),0 (0.44),0 (0.28),0 (0.08),0 (0.24),0 (0.28),0 (0.24),0 (0.04),0 (0.04),0,"Falcon,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
0 (0.24),1 (0.04),0 (0.24),0 (0.28),0 (0.24),0 (0.16),0 (0.0),0 (0.32),1 (0.2),0 (0.08),0 (0.16),0 (0.32),0 (0.0),0 (0.0),0 (0.08),0,"Falcon,XLNET,LLAMA3",Falcon,"AdaBoost, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
1 (0.4),1 (0.32),1 (0.64),1 (0.52),1 (0.36),0 (0.04),1 (0.0),1 (0.24),1 (0.68),1 (0.12),0 (0.4),0 (0.08),0 (0.28),1 (0.16),1 (0.24),1,Falcon,Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1,)",TRUE,TRUE
0 (0.24),0 (0.6),1 (0.4),1 (0.36),0 (0.52),0 (0.16),0 (0.12),0 (0.44),0 (0.28),0 (0.32),0 (0.12),0 (0.36),0 (0.24),0 (0.12),0 (0.2),0,"Falcon,RoBERTa,LLAMA3",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Fasttext,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.48),1 (0.0),1 (0.0),1 (0.16),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.08),1 (0.0),1 (0.0),1 (0.04),1 (0.2),1 (0.0),1 (0.0),1 (0.12),1 (0.52),1 (0.0),1 (0.24),1 (0.04),1 (0.08),1 (0.0),1 (0.04),1,"BART,BERT,ELMO,Falcon,LLAMA,LLAMA3",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.4),1 (0.08),1 (0.64),0 (0.36),0 (0.4),0 (0.28),0 (0.0),1 (0.36),0 (0.52),0 (0.28),0 (0.32),0 (0.56),0 (0.08),0 (0.28),0 (0.32),0,Falcon,Falcon,"AdaBoost, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.12),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,LLAMA,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.24),0 (0.36),0 (0.4),0 (0.32),0 (0.4),0 (0.28),0 (0.16),1 (0.32),0 (0.56),0 (0.16),0 (0.28),0 (0.12),0 (0.48),0 (0.0),0 (0.0),0,"LLAMA3,MISTRAL",LLAMA3,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.12),0 (0.44),0 (0.16),0 (0.28),0 (0.24),0 (0.32),0 (0.2),0 (0.28),0 (0.4),0 (0.2),0 (0.24),0 (0.28),0 (0.24),0 (0.24),0 (0.0),0,MISTRAL,MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.16),0 (0.2),0 (0.12),0 (0.12),0 (0.36),0 (0.08),0 (0.04),0 (0.36),0 (0.24),0 (0.12),0 (0.2),0 (0.36),0 (0.4),0 (0.2),0 (0.08),0,Falcon,Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.32),1 (0.28),1 (0.4),1 (0.0),1 (0.36),1 (0.16),1 (0.0),1 (0.2),0 (0.28),1 (0.0),1 (0.32),1 (0.12),1 (0.2),1 (0.0),1 (0.0),1,"DistilBERT,Falcon,LLAMA,LLAMA3,MISTRAL",DistilBERT,"BiLSTM, CNN, KNN, MLP","(1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.08),1 (0.36),1 (0.16),1 (0.0),1 (0.16),1 (0.44),1 (0.0),1 (0.0),0 (0.36),1 (0.0),1 (0.28),1 (0.0),1 (0.36),1 (0.0),1 (0.0),1,"DistilBERT,Falcon,Fasttext,LLAMA,W2V,LLAMA3,MISTRAL",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.24),0 (0.04),0 (0.0),0 (0.04),0 (0.32),0 (0.04),0 (0.04),0 (0.08),0 (0.08),0 (0.0),0 (0.16),0 (0.0),0 (0.32),0 (0.0),0 (0.0),0,"BERT,LLAMA,W2V,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.0),0 (0.04),0 (0.04),0 (0.0),0 (0.08),0 (0.16),0 (0.0),0 (0.12),0 (0.16),0 (0.0),0 (0.12),0 (0.0),0 (0.08),0 (0.0),0 (0.0),0,"ALBERT,DistilBERT,Falcon,LLAMA,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.72),0 (0.52),0 (0.4),0 (0.28),0 (0.36),0 (0.16),0 (0.12),0 (0.2),0 (0.24),0 (0.04),0 (0.28),0 (0.08),0 (0.56),0 (0.04),0 (0.0),0,MISTRAL,MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.04),1 (0.08),1 (0.16),1 (0.36),1 (0.04),1 (0.32),1 (0.0),1 (0.08),1 (0.32),1 (0.04),1 (0.08),1 (0.12),1 (0.16),1 (0.0),1 (0.0),1,"Falcon,LLAMA3,MISTRAL",Falcon,"KNN, LR, MLP","(1, 1, 1)",TRUE,TRUE
1 (0.28),1 (0.52),0 (0.56),1 (0.16),0 (0.16),1 (0.24),1 (0.16),1 (0.2),0 (0.12),1 (0.08),0 (0.48),1 (0.44),1 (0.44),1 (0.08),1 (0.0),0,MISTRAL,MISTRAL,"AdaBoost, KNN, LR, MLP, RF, SVM, XGBoost","(1,)",FALSE,TRUE
0 (0.12),0 (0.24),0 (0.0),0 (0.2),0 (0.2),0 (0.0),0 (0.28),0 (0.04),0 (0.08),0 (0.28),0 (0.2),0 (0.0),0 (0.64),0 (0.28),0 (0.28),0,"BERT,ELMO,W2V",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.08),1 (0.2),1 (0.16),1 (0.12),1 (0.04),1 (0.0),1 (0.2),1 (0.12),1 (0.12),1 (0.04),1 (0.04),1 (0.16),1 (0.0),1 (0.0),1,"ALBERT,Falcon,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1)",TRUE,TRUE
0 (0.08),0 (0.2),0 (0.0),0 (0.0),0 (0.04),0 (0.0),0 (0.0),0 (0.12),0 (0.0),0 (0.0),0 (0.04),0 (0.04),0 (0.04),0 (0.0),0 (0.0),0,"BERT,DistilBERT,ELMO,Falcon,Glove,LLAMA,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.04),0 (0.44),0 (0.2),0 (0.28),0 (0.32),0 (0.08),0 (0.04),0 (0.44),0 (0.2),0 (0.0),0 (0.16),1 (0.04),0 (0.12),0 (0.08),0 (0.12),0,LLAMA,LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
0 (0.04),0 (0.0),0 (0.32),0 (0.04),0 (0.24),0 (0.0),0 (0.08),0 (0.28),0 (0.12),0 (0.12),0 (0.36),0 (0.24),0 (0.0),0 (0.08),0 (0.08),0,"BART,ELMO,XLNET",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
0 (0.36),0 (0.56),1 (0.12),1 (0.2),0 (0.24),0 (0.52),1 (0.24),0 (0.2),0 (0.24),1 (0.4),0 (0.16),0 (0.16),1 (0.32),1 (0.2),1 (0.44),1,BERT,BERT,"AdaBoost, BiLSTM, CNN, KNN, MLP, RF, SVM, XGBoost","(1,)",TRUE,TRUE
